Date,Player,Club Type,Club Speed,Attack Angle,Club Path,Club Face,Face to Path,Ball Speed,Smash Factor,Launch Angle,Launch Direction,Backspin,Sidespin,Spin Rate,Spin Rate Type,Spin Axis,Apex Height,Carry Distance,Carry Deviation Angle,Carry Deviation Distance,Total Distance,Total Deviation Angle,Total Deviation Distance,Tag,Air Density,Temperature,Air Pressure,Relative Humidity,Backswing Time,Downswing Time
,,,[mph],[deg],[deg],[deg],[deg],[mph],,[deg],[deg],[rpm],[rpm],[rpm],,[deg],[yds],[yds],[deg],[yds],[yds],[deg],[yds],,[g/L],[deg C],[kPa],[%],[sec],[sec]
03/09/26 16:05:46 PM,Forrest,7 Iron,70.32360584,-4.659638882,-1.793040872,-0.853528082,0.939512789,83.52511349,1.187725124,18.80094147,-0.925465167,1230.808466,710.6076229,1421.21521,Estimated,30,10.05242003,97.97247556,-5.233753204,-8.937006367,121.4857332,-6.074573517,-12.85597894,,1.165220141,20,98.65278625,68,972,183
03/09/26 16:06:13 PM,Forrest,7 Iron,71.07287934,-1.832497001,-5.342960358,0.572967172,5.915927529,93.70858231,1.318485802,16.23601341,-0.197900414,7334.684651,922.8305061,7392.510742,Estimated,7.17112112,16.6629792,116.9309555,-3.224218845,-6.576589196,125.5190018,-3.409385443,-7.464533575,,1.165220141,20,98.65278625,68,1019,190
03/09/26 16:06:34 PM,Forrest,7 Iron,72.86115528,-5.425775051,-10.27642632,-5.581946373,4.694479942,97.18571345,1.333848099,1.695251465,-5.870995998,3647.457174,200.2308079,3652.948975,Measured,3.14215517,0.541675688,50.56171611,-6.244096756,-5.499311056,112.3665827,-6.444302559,-12.61174369,,1.165220141,20,98.65278625,68,981,198
03/09/26 16:06:56 PM,Forrest,7 Iron,67.624902,-3.708148003,-4.724117756,-6.181325912,-1.457208157,81.65968005,1.207538608,17.46029854,-5.668596268,2276.238608,-1222.104972,2583.563965,Estimated,-28.23120308,9.530064038,93.02804285,-0.115349904,-0.190559865,112.259993,0.884480774,1.732802346,,1.165220141,20,98.65278625,68,1029,189
03/09/26 16:07:14 PM,Forrest,7 Iron,70.27637439,-5.104914188,-9.447557449,-2.681512117,6.766045332,93.37190352,1.328638598,11.48722553,-3.384799242,4943.764165,578.3117731,4977.474121,Measured,6.67202425,9.616154468,110.2648268,-5.634403706,-10.82583425,126.7242615,-5.890125275,-13.004611,,1.165220141,20,98.65278625,68,1143,182
03/09/26 16:07:42 PM,Forrest,7 Iron,70.75374489,-1.205205083,-6.203117847,-4.020014286,2.183103561,97.2162027,1.374007875,15.80065632,-4.078308582,6643.127096,-855.1231956,6697.937988,Measured,-7.334949017,17.49468294,124.2800422,-1.263000607,-2.739467978,133.4758705,-1.04248929,-2.428393098,,1.165220141,20,98.65278625,68,997,206
03/09/26 16:08:02 PM,Forrest,7 Iron,71.21593903,-1.987437248,-9.674790382,-3.150431633,6.524358749,97.14874747,1.36414332,13.84974003,-3.798413515,5020.717922,-339.5189148,5032.18457,Measured,-3.868655682,13.93388494,124.0289245,-2.579671383,-5.582304963,137.4621479,-2.424869776,-5.816018395,,1.165220141,20,98.65278625,68,1052,183
03/09/26 16:08:27 PM,Forrest,7 Iron,72.94191381,1.44094038,-8.913410187,-2.523598671,6.389811516,93.01731347,1.275224471,9.55337429,-3.188249588,2046.907266,-1181.782501,2363.564941,Measured,-30,4.664590055,87.15644296,1.522385597,2.315537144,125.708043,3.02141881,6.625966691,,1.165220141,20,98.65278625,68,1080,199
03/09/26 16:09:41 PM,Forrest,7 Iron,75.27797223,-1.372960329,0.41608116,1.907980204,1.491899043,95.10153906,1.263338215,12.28890514,1.619321227,4522.959017,620.2287171,4565.286621,Estimated,7.808211327,10.77897027,116.037388,-0.831571877,-1.684109028,132.1522232,-1.141067266,-2.631676857,,1.165220141,20,98.65278625,68,979,204
03/09/26 16:10:02 PM,Forrest,7 Iron,70.71984235,-2.021812201,-2.372968197,-6.6380229,-4.265054703,94.1776969,1.331701172,18.87547302,-5.749545097,3752.186058,214.0430781,3758.286133,Measured,3.264893532,17.72187323,126.7625337,-7.187227249,-15.85956343,140.2301494,-7.245298386,-17.68550551,,1.165220141,20,98.65278625,68,992,203
03/09/26 16:10:28 PM,Forrest,7 Iron,72.36487086,-1.476298809,-8.278601646,-0.062380493,8.216221154,96.07375612,1.32762976,14.4830513,-1.087117434,3406.325399,-711.7378344,3479.888428,Estimated,-11.80192375,12.5476053,122.8764965,2.382938147,5.108971864,139.2580853,2.79491353,6.790494372,,1.165220141,20,98.65278625,68,1012,173
03/09/26 16:10:49 PM,Forrest,7 Iron,74.06057826,0.499025553,-7.745475292,-10.33341312,-2.587937832,102.7516952,1.38740066,14.82765388,-9.457267761,4943.846205,377.3851536,4958.229004,Measured,4.365169048,17.5126071,137.3800634,-11.80383396,-28.10269469,149.4027658,-11.87361431,-30.74017088,,1.165220141,20,98.65278625,68,987,198
03/09/26 16:11:11 PM,Forrest,7 Iron,90.19429746,-5.070935726,-8.41711235,-0.275356025,8.141756326,94.10984915,1.043412409,14.1444006,-1.279391646,3826.572321,143.0404567,3829.244873,Measured,2.140767097,12.04017812,118.5087242,-1.983075261,-4.101004629,134.6410392,-2.052330971,-4.821926065,,1.165220141,20,98.65278625,68,994,173
03/09/26 16:11:35 PM,Forrest,7 Iron,75.18205014,-5.249306679,2.32500577,-1.047660351,-3.372666121,102.1414836,1.358588697,16.23582458,-0.569651008,4268.202419,297.635622,4278.567383,Estimated,3.988963366,18.56601938,139.8016132,-2.117477894,-5.165566583,152.451071,-2.23046279,-5.933271172,,1.165220141,20,98.65278625,68,965,176
03/09/26 16:12:02 PM,Forrest,7 Iron,73.42407572,-0.58470422,-4.604160786,0.539855838,5.144016623,98.57370386,1.342525635,7.771240234,-0.132654965,3408.7777,1567.603111,3751.952148,Measured,24.69639969,5.161283181,99.75719082,-5.863107681,-10.19041815,132.8175345,-7.338823318,-16.96570212,,1.165220141,20,98.65278625,68,953,192
03/09/26 16:12:33 PM,Forrest,7 Iron,74.56004557,-3.256167173,-1.683329463,-2.458050728,-0.774721265,105.1721814,1.410570241,19.80533791,-2.22972846,5284.074432,-452.7423509,5303.43457,Measured,-4.897172928,26.30790452,145.1787456,-0.235733971,-0.598996562,154.0606873,-0.111905836,-0.298067352,,1.165220141,20,98.65278625,68,965,174
03/09/26 16:12:57 PM,Forrest,7 Iron,75.83944203,-5.785763741,-4.110886574,-2.345769167,1.765117407,99.38599103,1.310478932,15.82853031,-2.44125104,5865.826213,1383.390389,6026.747559,Estimated,13.27009583,17.71356091,128.6835418,-8.099872589,-18.13137978,138.917182,-8.459813118,-20.43692206,,1.165220141,20,98.65278625,68,1008,169
03/09/26 16:13:23 PM,Forrest,7 Iron,73.15486923,-0.303741604,-3.043044567,2.098876238,5.141920805,102.5027978,1.401175327,19.55457687,1.343297601,5100.969656,-316.8488539,5110.800781,Measured,-3.55438447,24.2408477,140.6875629,2.996109009,7.353563016,150.276609,3.069946527,8.048152535,,1.165220141,20,98.65278625,68,957,176
03/09/26 16:13:47 PM,Forrest,7 Iron,74.45349107,-2.919380665,-8.619260788,5.564447403,14.18370819,98.08669507,1.317422376,20.96965981,3.492260933,5136.493237,-999.5402512,5232.842773,Measured,-11.01189899,23.35288716,131.8818735,8.389839172,19.24257366,141.0083748,8.622612,21.14075578,,1.165220141,20,98.65278625,68,943,182
03/09/26 16:14:18 PM,Forrest,7 Iron,71.9212365,-2.128621101,-3.998501062,-1.217709303,2.780791759,85.29020462,1.185883458,19.82323647,-1.500574589,2203.772519,565.3950321,2275.14502,Estimated,14.3893261,13.19754346,108.8565503,-4.774627209,-9.060917346,126.1208932,-5.201644897,-11.43428485,,1.165220141,20,98.65278625,68,970,167
03/09/26 16:14:46 PM,Forrest,7 Iron,74.84799959,-1.765054584,-0.943340421,2.092234135,3.035574555,94.8488017,1.267218927,20.03881836,1.600571156,4896.074658,2145.220805,5345.42041,Measured,23.66068459,19.53916403,122.7588933,-7.357221127,-15.7199748,132.6339166,-8.004570007,-18.4695714,,1.165220141,20,98.65278625,68,929,188
03/09/26 16:15:14 PM,Forrest,7 Iron,73.81484669,0.872915685,-4.903876781,7.764247894,12.66812468,81.76387085,1.10768869,13.90356064,5.764122486,3472.232009,906.2327397,3588.544678,Estimated,14.62756443,7.586906201,88.67197662,2.543913364,3.935759136,108.9898228,1.89072299,3.5961405,,1.165220141,20,98.65278625,68,956,187
