Date,Player,Club Type,Club Speed,Attack Angle,Club Path,Club Face,Face to Path,Ball Speed,Smash Factor,Launch Angle,Launch Direction,Backspin,Sidespin,Spin Rate,Spin Rate Type,Spin Axis,Apex Height,Carry Distance,Carry Deviation Angle,Carry Deviation Distance,Total Distance,Total Deviation Angle,Total Deviation Distance,Tag,Air Density,Temperature,Air Pressure,Relative Humidity,Backswing Time,Downswing Time
,,,[mph],[deg],[deg],[deg],[deg],[mph],,[deg],[deg],[rpm],[rpm],[rpm],,[deg],[yds],[yds],[deg],[yds],[yds],[deg],[yds],,[g/L],[deg C],[kPa],[%],[sec],[sec]
4/21/2026 10:35,Forrest,3 Hybrid,77.70715385,-1.371723175,-2.043302536,-0.481072724,1.562229812,94.7098721,1.218805057,14.29571056,-0.650836349,1147.208552,617.2685681,1302.730957,Estimated,28.28297615,8.008622066,106.5258041,-4.215936184,-7.831400622,159.8403739,-5.414934635,-15.08390373,,1.188730955,15,98.65278625,51,906,163
4/21/2026 10:35,Forrest,3 Hybrid,77.09776994,-2.363775969,-3.120414495,3.518815756,6.639230251,101.3166867,1.31413252,0.814361036,2.499986887,1747.64548,-60.51827166,1748.692993,Estimated,-1.983272076,0.048848458,15.25493838,2.54183507,0.67655076,117.7492719,2.597893238,5.337186335,,1.188730955,15,98.65278625,51,933,161
4/21/2026 10:36,Forrest,3 Hybrid,78.27304386,-1.278868198,-6.656504154,4.209482193,10.86598635,109.9865558,1.405165181,2.702607155,2.624855757,3018.187009,-548.427714,3067.609131,Estimated,-10.29871655,1.700823107,91.74246748,4.514620781,7.221445052,160.3803057,5.383941174,15.04833699,,1.188730955,15,98.65278625,51,906,165
4/21/2026 10:36,Forrest,3 Hybrid,78.4582492,-3.160764456,-0.804438531,5.262235641,6.066674173,100.9244394,1.286345801,11.38382626,4.22186327,2262.369633,-107.7909367,2264.936035,Estimated,-2.727802992,8.746744901,123.849445,4.837966442,10.44523414,171.3183136,4.999084473,14.92870525,,1.188730955,15,98.65278625,51,944,159
4/21/2026 10:37,Forrest,3 Hybrid,78.25045639,-2.33667922,-0.604704916,7.250664711,7.855369627,104.4555006,1.334886791,10.51949024,5.880195618,2973.472658,220.9464419,2981.670166,Measured,4.249602318,9.886460374,132.7370186,4.676087379,10.82115245,174.8125348,4.378553867,13.34616092,,1.188730955,15,98.65278625,51,974,169
4/21/2026 10:37,Forrest,3 Hybrid,77.54981806,-2.54916048,-4.859247684,-0.969904125,3.88934356,113.2037049,1.459754616,12.13860607,-1.40472436,3139.244422,-65.54974725,3139.928711,Estimated,-1.196204424,15.64943895,160.3306612,-0.989920378,-2.769792053,183.6992323,-0.937743485,-3.006817638,,1.188730955,15,98.65278625,51,931,172
4/21/2026 10:37,Forrest,3 Hybrid,78.05507091,-0.824378252,-4.127200127,5.638036251,9.765236378,102.7817663,1.316785253,10.98857307,4.114786625,2648.887342,491.6875722,2694.134521,Estimated,10.51558495,9.368199011,128.2243011,1.398717642,3.130056175,173.6387888,0.687565029,2.083919262,,1.188730955,15,98.65278625,51,963,174
4/21/2026 10:38,Forrest,3 Hybrid,78.29419775,-2.61441493,0.294506222,2.227100849,1.932594627,95.09013012,1.214523334,12.97162247,1.866241932,1465.988567,216.1773202,1481.841797,Estimated,8.388484955,7.586217331,108.3006739,0.623696089,1.179215696,160.2879086,0.218503237,0.6113264,,1.188730955,15,98.65278625,51,950,167
4/21/2026 10:38,Forrest,3 Hybrid,77.82286452,0.524662077,-6.224743843,-7.374291897,-1.149548054,111.2053237,1.428954387,12.88109207,-6.836294174,2976.413757,841.3321036,3093.037109,Estimated,15.78381348,15.26073093,154.8961498,-12.07956219,-32.41508003,179.9905803,-12.78411865,-39.82797656,,1.188730955,15,98.65278625,51,943,178
4/21/2026 10:39,Forrest,3 Hybrid,77.68942179,-2.42650342,-3.57716012,2.106091738,5.683251858,106.6681685,1.373007625,7.162426472,1.282392263,4642.448225,-438.2137295,4663.084473,Estimated,-5.392332077,8.28257726,128.8002189,3.124494076,7.020508977,167.3299837,3.542819023,10.3400723,,1.188730955,15,98.65278625,51,930,167
4/21/2026 10:39,Forrest,3 Hybrid,77.75237146,-0.816305876,-3.256074905,-0.02389274,3.232182166,112.0721468,1.441398438,12.14020824,-0.427048951,2609.900057,159.4635527,2614.76709,Estimated,3.496396065,13.88106153,156.6790128,-1.48081255,-4.048896427,191.9860074,-1.668004751,-5.588372854,,1.188730955,15,98.65278625,51,958,165
4/21/2026 10:40,Forrest,3 Hybrid,76.76141541,-1.020593405,-3.075493097,1.376211286,4.451704383,108.6110666,1.414917456,13.87116718,0.745624006,2472.189428,-103.6446079,2474.361084,Estimated,-2.40067482,14.97001864,153.3935321,1.447127223,3.874061516,182.1223564,1.552929878,4.935816366,,1.188730955,15,98.65278625,51,932,173
4/21/2026 10:41,Forrest,3 Hybrid,75.62842366,-1.804286599,-6.724667072,-3.559169769,3.165497303,106.9596894,1.414278973,8.949419975,-3.76502037,4439.454861,-1561.111755,4705.935547,Measured,-19.37396431,9.972236875,131.5379415,2.989371538,6.859797455,163.7364568,4.310798168,12.30754395,,1.188730955,15,98.65278625,51,952,181
4/21/2026 10:41,Forrest,3 Hybrid,77.62363908,-2.331243038,-3.700165033,0.380629301,4.080794334,108.8420101,1.402176082,14.42910385,-0.150333032,2530.432362,280.8604853,2545.971436,Estimated,6.333511353,16.0254459,155.4863602,-2.067627192,-5.609884772,180.6987026,-2.32490015,-7.330306241,,1.188730955,15,98.65278625,51,921,164
