Date,Player,Club Type,Club Speed,Attack Angle,Club Path,Club Face,Face to Path,Ball Speed,Smash Factor,Launch Angle,Launch Direction,Backspin,Sidespin,Spin Rate,Spin Rate Type,Spin Axis,Apex Height,Carry Distance,Carry Deviation Angle,Carry Deviation Distance,Total Distance,Total Deviation Angle,Total Deviation Distance,Note,Tag,Air Density,Temperature,Air Pressure,Relative Humidity,Backswing Time,Downswing Time
,,,[mph],[deg],[deg],[deg],[deg],[mph],,[deg],[deg],[rpm],[rpm],[rpm],,[deg],[yds],[yds],[deg],[yds],[yds],[deg],[yds],,,[g/L],[deg C],[kPa],[%],[sec],[sec]
04/14/26 15:46:33 PM,Forrest,3 Wood,80.36590509,-0.317591578,-4.377132416,-1.209159732,3.167972684,112.569532,1.400712551,10.17710304,-1.540928721,1548.161835,-241.9078949,1566.94751,Measured,-8.880933762,7.539331447,132.6831773,-0.167858794,-0.390696403,198.5761925,0.290066361,1.004211893,,,1.133081436,27.77777863,98.65278625,55,972,167
04/14/26 15:47:09 PM,Forrest,3 Wood,81.22631971,-3.85362792,-4.168985844,1.99399972,6.162985563,116.5639137,1.435051029,11.41057682,1.116264105,2342.946162,182.0281968,2350.006592,Measured,4.442500114,12.90797424,163.7573659,-0.074018747,-0.214139189,211.3979376,-0.33861962,-1.249850758,,,1.133081436,27.77777863,98.65278625,55,961,151
04/14/26 15:47:42 PM,Forrest,3 Wood,79.79067971,-5.78316021,-0.895798445,3.220638037,4.116436481,117.3275955,1.470442362,9.935835838,2.533416748,4160.78155,11.82006441,4160.79834,Estimated,0.162767008,15.11353919,164.5266469,2.47060895,7.09219729,186.9191489,2.460924625,8.025901165,,,1.133081436,27.77777863,98.65278625,55,989,148
04/14/26 15:49:10 PM,Forrest,Driver,87.81888376,-1.993438363,-6.627528191,2.154191017,8.781719208,125.7978553,1.432469304,14.59178638,0.940218687,2824.688523,-633.6589378,2894.890137,Estimated,-12.64377308,23.85024986,197.4144614,5.62092638,19.33614727,217.545077,6.028053761,22.84562267,,,1.133081436,27.77777863,98.65278625,55,985,186
04/14/26 15:49:38 PM,Forrest,Driver,86.92679377,-0.224504679,-4.806529045,-0.067425452,4.739103593,123.4956482,1.420685647,14.15562725,-0.656811357,4486.071419,-886.2720722,4572.779785,Estimated,-11.17549133,25.90998099,183.8398722,4.496274471,14.41202604,198.2820469,4.82742691,16.68629646,,,1.133081436,27.77777863,98.65278625,55,1015,180
04/14/26 15:50:07 PM,Forrest,Driver,85.5756584,-1.597352862,-5.985068798,5.338675022,11.32374382,118.7782967,1.387991619,15.5691061,3.636415243,2554.559608,-864.85012,2696.987305,Estimated,-18.70360947,21.20621559,181.1624239,9.833173752,30.93894909,202.223202,10.45298862,36.68910979,,,1.133081436,27.77777863,98.65278625,55,1032,173
04/14/26 15:50:36 PM,Forrest,Driver,85.52436512,-2.505769491,-7.558881283,1.536464095,9.095345378,119.7045452,1.399654298,16.44724083,0.316266358,2708.113483,-1133.997039,2935.954346,Estimated,-22.72103882,23.37564227,182.9899919,8.357124329,26.5962222,202.3547807,9.098439217,31.99866705,,,1.133081436,27.77777863,98.65278625,55,1041,176
04/14/26 15:51:01 PM,Forrest,Driver,86.23642092,3.901854992,-6.258808613,8.098670006,14.35747862,115.5057157,1.339407579,16.71669388,5.869285583,4615.827391,-1707.157458,4921.407227,Measured,-20.29684448,25.31838971,166.1687532,14.88744736,42.69222169,179.3545134,15.47017384,47.84043877,,,1.133081436,27.77777863,98.65278625,55,976,199
04/14/26 15:51:30 PM,Forrest,Driver,86.00035751,-5.014452934,-9.448989868,-8.20562458,1.243365288,120.8492958,1.405218528,12.16823196,-7.922610283,1822.598622,-169.4451958,1830.458252,Measured,-5.31146431,13.36330183,171.7795818,-6.735369682,-20.14694192,228.0176615,-6.424647808,-25.51439992,,,1.133081436,27.77777863,98.65278625,55,1044,185
04/14/26 15:51:55 PM,Forrest,Driver,83.87999367,-2.08007431,-4.725280285,-3.954175234,0.771105051,108.1125465,1.288895501,20.41105652,-3.839309216,3239.579796,-971.9524491,3382.243164,Measured,-16.70051765,25.84831753,161.8206467,2.383677244,6.730246194,177.6801841,2.888188839,8.952861316,,,1.133081436,27.77777863,98.65278625,55,1055,176
04/14/26 15:52:21 PM,Forrest,Driver,,,,,,12.8439075,,,-8.346387863,2361.418457,0,2361.418457,Estimated,0,0.007093113,0.076869899,-8.345579147,-0.011157246,6.870438689,-8.533983231,-1.019546473,,,1.133081436,27.77777863,98.65278625,55,654,654
04/14/26 15:52:27 PM,Forrest,Driver,88.40972495,0.811733603,-6.417206764,-9.269574165,-2.852367401,126.5903454,1.431859961,12.63633823,-8.417204857,2022.174716,299.5130846,2044.235474,Measured,8.425073624,16.90021728,191.5449474,-10.66957378,-35.46356671,237.4161228,-11.08528423,-45.64805047,,,1.133081436,27.77777863,98.65278625,55,1042,175
04/14/26 15:52:50 PM,Forrest,Driver,87.69560411,0.03925354,1.309643149,3.485955238,2.176312089,121.4627842,1.38504986,17.09330368,3.027314425,2958.508517,-1708.095746,3416.191406,Estimated,-30,25.15326963,182.1511419,14.49601841,45.59472645,199.457061,15.47200584,53.2086769,,,1.133081436,27.77777863,98.65278625,55,982,169
04/14/26 15:53:15 PM,Forrest,Driver,82.98830474,-0.622205198,-8.620519638,-10.22681236,-1.606292725,116.5877897,1.40487012,13.23585892,-9.479195595,2621.894042,-151.5237117,2626.268799,Measured,-3.30754137,16.90655634,172.5293555,-8.449895859,-25.35218134,201.4512343,-8.297087669,-29.07061207,,,1.133081436,27.77777863,98.65278625,55,1050,193
04/14/26 15:53:37 PM,Forrest,Driver,84.68380734,-1.080951452,-3.135669708,-1.027579069,2.108090639,122.3004321,1.444200916,13.03182602,-1.236433744,2103.341654,-163.9086903,2109.718506,Estimated,-4.455925941,16.65419546,183.7464071,-0.01978234,-0.086819485,225.1339424,0.190774083,0.753234615,,,1.133081436,27.77777863,98.65278625,55,986,165
04/14/26 15:53:57 PM,Forrest,Driver,87.30105292,-2.087964535,-5.164482117,2.673070908,7.837553024,124.8458023,1.43006067,13.05746555,1.549504876,3369.280826,-1452.350918,3668.974854,Estimated,-23.31877899,20.97187691,184.3101516,10.71876621,34.27956856,203.2494162,11.55053329,40.69707637,,,1.133081436,27.77777863,98.65278625,55,1030,175
04/14/26 15:54:24 PM,Forrest,Driver,87.83415825,-4.239321709,-7.118635654,0.295928359,7.414564013,118.9647308,1.354424442,15.15680695,-0.647651255,2886.654204,-1666.610638,3333.221191,Estimated,-30,20.32817977,173.0449573,9.957990646,29.92400711,192.6113778,11.03688526,36.8737122,,,1.133081436,27.77777863,98.65278625,55,1125,180
04/14/26 15:54:49 PM,Forrest,Driver,86.26823282,-3.192650557,-4.926819801,-1.340373755,3.586446047,115.4666762,1.338461128,14.39697552,-1.717491627,4796.799768,-2091.981336,5233.132324,Estimated,-23.56298828,21.16139788,161.0605604,8.474750519,23.7360863,175.1106187,9.246753693,28.13795479,,,1.133081436,27.77777863,98.65278625,55,1049,170
04/14/26 15:55:13 PM,Forrest,Driver,79.76801544,-4.409002781,-4.35041666,-7.576656818,-3.226240158,105.7925562,1.326252829,18.44778061,-6.767992496,3130.489965,-707.7966593,3209.508301,Estimated,-12.74023342,21.58058094,155.8411139,-2.361154318,-6.420505249,173.7710852,-1.935427785,-5.869000852,,,1.133081436,27.77777863,98.65278625,55,1049,184
04/14/26 15:55:42 PM,Forrest,Driver,86.34978495,-1.580881596,-4.992096424,-0.853582859,4.138513565,119.2693673,1.381235256,16.67072487,-1.325798392,2819.346228,-1495.803518,3191.573486,Estimated,-27.94817543,23.28865386,178.692381,8.789568901,27.30530614,197.3426396,9.728618622,33.34731178,,,1.133081436,27.77777863,98.65278625,55,1017,174
