Date,Player,Club Type,Club Speed,Attack Angle,Club Path,Club Face,Face to Path,Ball Speed,Smash Factor,Launch Angle,Launch Direction,Backspin,Sidespin,Spin Rate,Spin Rate Type,Spin Axis,Apex Height,Carry Distance,Carry Deviation Angle,Carry Deviation Distance,Total Distance,Total Deviation Angle,Total Deviation Distance,Note,Tag,Air Density,Temperature,Air Pressure,Relative Humidity,Backswing Time,Downswing Time
,,,[mph],[deg],[deg],[deg],[deg],[mph],,[deg],[deg],[rpm],[rpm],[rpm],,[deg],[yds],[yds],[deg],[yds],[yds],[deg],[yds],,,[g/L],[deg C],[kPa],[%],[sec],[sec]
04/14/26 15:37:19 PM,Forrest,3 Hybrid,75.60266183,-4.064869881,-7.428956509,-0.371040255,7.057916254,110.4681375,1.461167303,13.22448349,-1.234343886,3231.622642,-518.3117622,3272.924072,Estimated,-9.11192131,15.84944576,156.8650586,1.803742409,4.937507512,179.5848137,2.172317505,6.807336474,,,1.133081436,27.77777863,98.65278625,55,953,158
04/14/26 15:37:46 PM,Forrest,3 Hybrid,80.84263133,-1.57429409,-6.459228039,1.326309562,7.785537601,110.8421577,1.371085477,11.0714159,0.281236947,3742.38734,-1339.156274,3974.770752,Estimated,-19.68897438,12.97616137,147.7557702,6.981710434,17.96010629,177.1052258,8.072607994,24.87049002,,,1.133081436,27.77777863,98.65278625,55,922,177
04/14/26 15:38:11 PM,Forrest,3 Hybrid,80.05561106,-3.639471531,-5.240686417,-4.519618511,0.721067905,116.8391532,1.459474878,12.30712986,-4.36826849,2150.805742,324.3507742,2175.125,Measured,8.575829506,13.75496765,166.1759954,-6.570860863,-19.01585061,216.2364983,-7.060053349,-26.57754294,,,1.133081436,27.77777863,98.65278625,55,963,160
04/14/26 15:38:47 PM,Forrest,3 Hybrid,80.6599945,-1.041252494,-4.139077663,5.828907013,9.967984676,114.6749968,1.421708463,10.16418362,4.270086288,8474.760556,-1027.018745,8536.763672,Measured,-6.90972805,18.58967352,151.2577343,7.74105978,20.37387565,160.3099524,7.910756588,22.06358845,,,1.133081436,27.77777863,98.65278625,55,956,163
04/14/26 15:39:11 PM,Forrest,3 Hybrid,80.35691959,-1.471578598,-3.913976431,-0.189036772,3.724939659,107.0853157,1.332620964,15.22133541,-0.645023227,1642.074442,-264.9528234,1663.3125,Estimated,-9.165819168,13.48808054,148.6410274,1.172531009,3.041576864,200.2391578,1.633985758,5.710287625,,,1.133081436,27.77777863,98.65278625,55,981,154
04/14/26 15:39:37 PM,Forrest,3 Hybrid,80.27729597,-3.496224165,-1.582765222,5.695317745,7.278082967,103.8444442,1.293571774,13.96112347,4.480216503,2216.925613,-115.0264696,2219.907715,Estimated,-2.9701612,12.47193396,140.9788718,5.194898129,12.76482081,185.896973,5.352255344,17.34016759,,,1.133081436,27.77777863,98.65278625,55,997,160
04/14/26 15:40:02 PM,Forrest,3 Hybrid,82.13772041,1.658281922,-4.373192787,5.253191471,9.626384258,117.2807993,1.427855542,3.65323925,3.767885923,3537.723091,-150.7745536,3540.93457,Estimated,-2.44041729,4.107207322,127.7062796,4.403754711,9.805861084,184.2263149,4.602449894,14.78269517,,,1.133081436,27.77777863,98.65278625,55,991,174
04/14/26 15:40:26 PM,Forrest,3 Hybrid,80.83891084,-2.895935297,-5.649717808,2.763437748,8.413155556,112.9606784,1.397355274,13.00160503,1.563018322,4221.382223,-948.2425447,4326.572754,Measured,-12.66011906,18.05075129,159.7796658,6.54313755,18.20717941,177.1900136,6.999724865,21.59325905,,,1.133081436,27.77777863,98.65278625,55,964,167
04/14/26 15:40:49 PM,Forrest,3 Hybrid,80.77161774,-2.363840103,-0.595616758,-5.021486759,-4.425870001,97.87302286,1.211725425,10.01216888,-4.199291229,1854.087641,1070.458035,2140.916016,Measured,30,5.43295744,99.90810172,-8.985331535,-15.60380878,155.8719185,-10.72104359,-28.99643527,,,1.133081436,27.77777863,98.65278625,55,977,143
04/14/26 15:41:15 PM,Forrest,3 Hybrid,80.31596859,-3.283117056,-4.224205494,3.178042173,7.402247667,112.5275484,1.401060716,15.20107555,2.081953764,2741.921459,109.9609391,2744.125488,Measured,2.296536684,18.94903497,168.1933473,1.339690924,3.932537198,189.4374178,1.259276628,4.162896759,,,1.133081436,27.77777863,98.65278625,55,966,155
04/14/26 15:41:44 PM,Forrest,3 Hybrid,78.67684508,-1.439700723,-3.808713913,6.083062649,9.891776562,103.3787344,1.313966444,15.19186687,4.5201931,2953.895298,-201.9339839,2960.789551,Estimated,-3.910765409,15.56300748,145.2962237,5.707499027,14.44973395,166.9140546,5.849049568,17.0098805,,,1.133081436,27.77777863,98.65278625,55,968,163
04/14/26 15:43:24 PM,Forrest,3 Wood,78.33436369,-6.777664185,-0.263702482,3.65755415,3.921256632,98.82952171,1.261636874,8.855367661,2.971401691,1266.767734,-583.8411994,1394.83728,Measured,-24.74452591,3.808242152,87.00331266,5.387943268,8.169492638,156.6184215,6.468569279,17.64433396,,,1.133081436,27.77777863,98.65278625,55,996,143
04/14/26 15:43:51 PM,Forrest,3 Wood,78.70786339,-5.044376373,-1.758646011,9.905713081,11.66435909,94.90798822,1.205826002,7.748920918,7.916723251,1711.922113,-634.7037779,1825.794678,Estimated,-20.34251595,3.132562387,80.40213066,10.31297588,14.39399237,144.6109628,11.37708759,28.52672956,,,1.133081436,27.77777863,98.65278625,55,963,150
04/14/26 15:44:20 PM,Forrest,3 Wood,80.86343535,-1.493955731,-3.649343491,-1.474476337,2.174867153,116.6291929,1.44229827,13.51136208,-1.667799711,2282.179983,41.14112711,2282.550781,Estimated,1.032765865,16.27011815,172.4199874,-1.957847476,-5.890629058,206.9647431,-2.002227306,-7.231152844,,,1.133081436,27.77777863,98.65278625,55,976,177
04/14/26 15:44:50 PM,Forrest,3 Wood,80.38640192,-1.314589739,-4.160552025,5.019138813,9.179690838,114.6922083,1.426761312,11.10283947,3.602237225,2818.847913,158.4786279,2823.299316,Estimated,3.217842102,13.1966872,160.519377,2.631282568,7.369161398,203.2987936,2.425838232,8.605170495,,,1.133081436,27.77777863,98.65278625,55,975,170
04/14/26 15:45:22 PM,Forrest,3 Wood,81.27749352,-2.306300402,-1.892567992,11.10181904,12.99438703,108.3020611,1.332497552,12.22407722,8.882473946,3238.037541,-689.5553381,3310.645508,Measured,-12.02182388,13.40766481,147.7697875,12.67256451,32.41759355,178.0634896,13.28445053,40.91640489,,,1.133081436,27.77777863,98.65278625,55,980,152
04/14/26 15:45:44 PM,Forrest,3 Wood,78.39662217,-3.17623353,-2.274259329,2.873012304,5.147271633,107.4347943,1.370400807,11.30396748,2.075386047,2361.152062,-35.40421206,2361.41748,Measured,-0.859055161,10.20232866,140.1351824,2.282161951,5.580564277,190.5999666,2.33128953,7.753381072,,,1.133081436,27.77777863,98.65278625,55,988,150
04/14/26 15:46:10 PM,Forrest,3 Wood,79.06352862,-6.829467297,-1.099470258,4.427135944,5.526606202,116.3123795,1.471125581,10.82137489,3.498976469,3555.60856,-188.3728088,3560.594971,Estimated,-3.032641411,15.03125658,164.783213,4.579624176,13.15708112,189.6309062,4.710437775,15.57255152,,,1.133081436,27.77777863,98.65278625,55,977,144
